CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,SPBC,ASLP,A-UPP,UPC,LIBRE,NGP,MTS,FRI,M.P.S.,ASP,VIDA,APB-SUMATE
1,Murillo,5,El Alto,820,El Alto,2002,U.E. Martin Cardenas Hermosa C,2039421,1,11,9,3,22,36,6,12,3,7,18,10,11,7,11,3,3,5
1,Murillo,5,El Alto,820,El Alto,2002,U.E. Martin Cardenas Hermosa C,2039531,12,15,12,4,19,19,4,13,4,8,14,8,10,10,7,3,5,6
1,Murillo,5,El Alto,820,El Alto,2002,U.E. Martin Cardenas Hermosa C,2039611,20,11,8,2,14,49,1,5,2,7,16,9,12,8,5,0,6,3
1,Murillo,5,El Alto,820,El Alto,2002,U.E. Martin Cardenas Hermosa C,2039631,22,4,7,1,12,31,6,12,7,1,16,5,13,7,5,3,4,4
1,Murillo,5,El Alto,820,El Alto,2007,U.E. Villa Alemania,2040031,9,15,7,1,13,24,3,9,6,8,7,12,12,6,3,1,6,8
1,Murillo,5,El Alto,820,El Alto,2102,U. E. 6 de Junio de Cosmos 79,2037911,10,8,3,4,9,15,1,8,8,11,7,9,8,8,7,1,16,7
1,Murillo,5,El Alto,820,El Alto,2102,U. E. 6 de Junio de Cosmos 79,2038061,25,11,8,1,9,25,4,10,5,5,19,8,8,8,8,1,5,3
1,Murillo,5,El Alto,820,El Alto,2102,U. E. 6 de Junio de Cosmos 79,2038081,27,16,5,3,14,18,1,9,10,3,3,13,7,4,8,1,13,6
1,Murillo,5,El Alto,820,El Alto,2104,U. E. República del Uruguay,2059131,4,10,3,10,10,6,0,0,2,7,2,20,10,11,15,1,7,8
1,Murillo,5,El Alto,820,El Alto,2105,U. E. República Popular de China,2044011,15,9,3,5,8,8,0,2,3,7,6,15,7,6,17,4,8,10
1,Murillo,5,El Alto,820,El Alto,2105,U. E. República Popular de China,2044031,17,12,5,4,7,14,7,3,4,7,6,6,6,5,15,4,10,7
1,Murillo,5,El Alto,820,El Alto,2105,U. E. República Popular de China,2044171,31,7,2,2,8,8,0,6,3,4,13,12,3,13,14,4,8,4
1,Murillo,5,El Alto,820,El Alto,2105,U. E. República Popular de China,2044181,32,13,2,3,10,10,5,7,7,6,8,8,4,7,16,3,9,10
1,Murillo,5,El Alto,820,El Alto,2202,U. E. Juan Carlos Flores Bedregal,2043541,22,15,4,2,14,16,3,5,3,3,10,12,10,7,10,1,9,7
1,Murillo,5,El Alto,820,El Alto,2204,U. E. 16 de Febrero A,2041601,11,11,6,3,4,23,2,5,3,10,4,3,3,5,12,3,14,8
1,Murillo,5,El Alto,820,El Alto,2204,U. E. 16 de Febrero A,2041721,23,18,6,0,21,26,2,12,4,6,16,7,6,6,6,1,3,7
1,Murillo,5,El Alto,820,El Alto,2205,U. E. Ecológico 25 de Julio A,2041861,14,14,2,0,10,7,1,4,2,13,8,11,9,9,7,0,11,6
1,Murillo,5,El Alto,820,El Alto,2301,U. E. Brasil,2043121,7,20,9,8,15,17,2,6,2,6,9,12,7,3,13,1,6,11
1,Murillo,5,El Alto,820,El Alto,2302,U. E. Walter Alpire Duran A,2042661,7,12,14,5,11,28,3,13,5,4,13,6,10,4,5,3,8,3
1,Murillo,5,El Alto,820,El Alto,2302,U. E. Walter Alpire Duran A,2042751,16,14,15,3,19,22,1,14,3,4,10,5,10,7,5,0,4,5
1,Murillo,5,El Alto,820,El Alto,2401,U. E. Bautista Saavedra,2060011,5,10,1,1,6,14,3,3,9,4,9,12,12,10,14,2,3,5
1,Murillo,5,El Alto,820,El Alto,2401,U. E. Bautista Saavedra,2060111,15,7,6,1,11,13,5,4,3,5,10,13,11,5,8,6,14,3
1,Murillo,5,El Alto,820,El Alto,2401,U. E. Bautista Saavedra,2060201,24,10,3,7,6,5,4,7,4,5,7,18,2,7,11,2,13,8
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053291,15,10,4,0,13,8,6,6,9,2,6,18,6,5,10,5,8,10
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053301,16,4,4,1,8,5,3,6,7,4,2,16,3,9,12,5,6,5
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053311,17,10,0,2,8,14,1,2,5,8,10,12,2,9,10,1,6,3
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053321,18,12,8,6,4,5,1,5,9,5,7,16,5,4,12,0,14,3
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053331,19,10,4,1,12,11,3,5,8,6,5,18,8,3,9,1,10,6
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053461,32,14,3,3,16,8,7,7,13,8,7,14,6,9,8,0,8,9
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053471,33,13,2,4,14,10,5,9,9,6,8,15,9,12,8,1,8,13
1,Murillo,5,El Alto,820,El Alto,2405,U. E. El Progreso A,2053481,34,14,2,2,16,12,3,5,2,5,11,19,6,10,5,4,4,11
1,Murillo,5,El Alto,820,El Alto,2603,U.E. República de Cuba,2048201,16,11,0,3,14,8,2,9,6,6,4,17,5,3,17,2,8,3
1,Murillo,5,El Alto,820,El Alto,2603,U.E. República de Cuba,2048231,19,12,3,1,12,4,4,3,5,5,7,11,7,3,20,3,7,4
1,Murillo,5,El Alto,820,El Alto,2605,U. E. Villa Adela Yunguyo,2041361,8,9,8,2,11,12,2,5,4,9,11,6,10,6,12,2,10,9
1,Murillo,5,El Alto,820,El Alto,2605,U. E. Villa Adela Yunguyo,2041381,10,13,8,3,9,14,4,19,3,8,12,10,10,6,7,4,12,2
1,Murillo,5,El Alto,820,El Alto,2606,U.E. Santa Rosa de Lima,2048641,5,16,3,4,10,11,3,5,6,3,10,15,7,5,16,2,22,2
1,Murillo,5,El Alto,820,El Alto,2606,U.E. Santa Rosa de Lima,2048741,15,13,6,2,8,7,6,8,5,6,13,12,4,8,6,5,7,3
1,Murillo,5,El Alto,820,El Alto,2607,U.E. Vicente Tejada,2031541,14,9,14,0,7,24,6,13,2,7,23,3,10,7,4,1,6,3
1,Murillo,5,El Alto,820,El Alto,25027,U.E. 27 de Mayo A,2057621,3,19,6,2,10,18,0,7,8,6,12,9,12,5,7,1,10,5
1,Murillo,5,El Alto,820,El Alto,25027,U.E. 27 de Mayo A,2057761,17,14,4,3,10,6,1,3,10,2,6,7,12,2,8,0,11,3
1,Murillo,5,El Alto,820,El Alto,25038,U.E. San Andres,2031211,8,2,3,0,3,12,1,3,1,0,4,1,5,4,2,0,2,1
1,Murillo,5,El Alto,820,El Alto,25041,U. E. Oscar Alfaro B,2060741,22,3,8,3,10,5,4,6,5,6,5,21,2,7,11,2,10,9
1,Murillo,5,El Alto,820,El Alto,25336,U.E. Cristal A,2055791,1,14,5,2,3,17,5,5,11,9,9,7,6,7,6,1,6,5
1,Murillo,5,El Alto,820,El Alto,25336,U.E. Cristal A,2055801,2,15,7,3,8,15,2,6,10,6,8,8,10,10,3,2,9,6
1,Murillo,5,El Alto,820,El Alto,25336,U.E. Cristal A,2055821,4,10,4,3,12,20,5,10,3,11,1,6,7,5,12,3,13,6
1,Murillo,5,El Alto,820,El Alto,25336,U.E. Cristal A,2055901,12,15,7,3,12,10,5,3,7,11,11,6,5,3,3,3,12,4
1,Murillo,5,El Alto,820,El Alto,25601,U. E. Juan Pablo II B,2037371,1,18,7,2,17,21,5,9,6,4,6,10,14,8,4,3,6,3
1,Murillo,5,El Alto,820,El Alto,25727,U.E. Villa Victoria A,2034531,2,18,2,3,15,19,4,10,3,10,16,7,11,11,16,0,5,2
1,Murillo,5,El Alto,820,El Alto,30042,U.E. Juan Pablo II Don Bosco,2031311,10,10,5,2,13,19,3,12,12,3,10,5,10,4,5,1,14,3
1,Murillo,5,El Alto,820,El Alto,30045,U.E. San Antonio A,2057951,11,10,1,4,8,17,3,11,11,5,5,8,11,7,4,3,11,4
1,Murillo,5,El Alto,820,El Alto,30047,U.E. Jardines del Sur,2056481,1,10,3,8,9,15,3,12,10,4,8,8,12,6,9,1,7,4
1,Murillo,5,El Alto,820,El Alto,30047,U.E. Jardines del Sur,2056501,3,16,3,4,14,12,3,8,5,3,6,5,12,5,6,0,16,4
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043701,1,9,5,3,10,9,7,11,9,6,11,12,9,11,11,0,8,6
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043711,2,16,5,3,18,18,2,4,6,8,4,3,13,5,16,3,5,3
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043761,7,10,6,4,8,19,2,7,8,11,14,9,9,3,12,2,5,7
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043771,8,9,6,2,5,26,4,8,4,4,8,9,8,4,8,1,5,5
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043791,10,10,4,2,6,19,0,10,3,6,7,11,12,5,11,6,7,7
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043801,11,18,10,2,6,15,3,5,5,11,12,5,7,2,6,2,9,10
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043831,14,18,5,2,10,21,1,6,5,10,13,10,5,6,11,2,12,7
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043851,16,16,4,4,13,18,2,6,3,3,10,9,17,6,8,1,9,6
1,Murillo,5,El Alto,820,El Alto,30049,U. E. San José de Yunguyo A,2043861,17,3,3,1,1,6,2,2,1,3,4,1,2,1,3,1,1,2
1,Murillo,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,2044961,17,8,10,7,15,21,1,8,6,8,13,9,5,8,11,0,7,5
1,Murillo,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,2044971,18,16,8,2,7,18,2,4,5,5,10,7,5,5,5,1,4,8
1,Murillo,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,2045021,23,10,6,0,7,10,2,5,4,5,4,6,8,2,6,0,4,2
1,Murillo,5,El Alto,820,El Alto,30053,U.E. San Marcos,2053071,3,14,3,1,10,13,4,3,7,8,5,10,13,3,9,4,8,2
1,Murillo,5,El Alto,820,El Alto,30053,U.E. San Marcos,2053081,4,12,6,1,10,20,3,6,4,5,7,7,10,6,7,3,10,6
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045821,10,15,4,3,15,10,1,4,4,3,4,12,15,5,12,0,17,4
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034591,4,10,4,0,16,18,6,18,9,3,21,10,7,8,3,0,8,2
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034671,12,23,9,0,13,22,8,11,11,7,10,5,6,5,10,4,3,3
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034681,13,16,7,5,15,20,2,18,6,6,12,7,13,13,8,1,6,1
1,Murillo,5,El Alto,820,El Alto,32154,U.E. San Luis de Gonzaga A,2039401,1,7,5,9,17,12,2,10,2,6,11,3,12,5,4,1,3,5
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036311,4,14,6,7,7,30,2,12,2,8,8,11,12,3,5,2,11,5
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036321,5,11,9,2,10,27,2,11,9,4,9,11,11,9,3,1,10,6
1,Murillo,5,El Alto,820,El Alto,32305,U.E. 6 de Junio,2030841,1,1,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0
1,Murillo,5,El Alto,820,El Alto,32313,U.E. San Pedro de Charapaqui,2039411,1,0,0,1,3,4,2,3,1,0,1,1,1,2,0,0,3,1
1,Murillo,5,El Alto,820,El Alto,32392,U.E. Noel Kempf Mercado,2040241,1,0,2,1,4,3,1,2,0,1,4,0,1,2,2,0,2,4
1,Murillo,5,El Alto,820,El Alto,32395,U.E. La Primera,2038571,1,11,11,3,19,24,3,12,2,2,12,5,9,4,15,1,3,5
1,Murillo,5,El Alto,820,El Alto,32468,U.E. El Paraiso B,2038181,1,2,1,0,1,0,0,2,0,1,4,0,0,1,1,0,1,0
1,Murillo,5,El Alto,820,El Alto,32469,U.E. Villa Sajama B,2041491,1,3,2,1,7,6,0,3,2,2,0,4,4,2,8,2,6,2
