CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,MTS,NGP,CDC,PDC,ISA,APB-SUMATE,A-UPP
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002541,5,29,7,7,30,19,11,,6
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002551,6,27,6,8,31,25,8,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002561,7,41,8,2,39,20,9,,3
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002571,8,24,5,6,43,27,5,,1
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002581,9,38,9,9,41,20,8,,3
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002591,10,34,10,7,52,17,5,,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002611,12,37,6,1,40,9,6,,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002621,13,46,9,11,32,16,5,,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002631,14,36,4,4,39,25,8,,6
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002641,15,44,14,9,31,22,7,,2
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002651,16,37,6,4,46,19,6,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002661,17,37,6,4,43,15,8,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002671,18,36,8,2,40,20,6,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002681,19,37,8,5,43,11,7,,3
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002691,20,27,3,9,22,19,5,,4
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002711,2,46,5,9,41,29,6,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002731,4,34,5,9,47,17,8,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002741,5,47,7,7,30,24,2,,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002751,6,34,6,6,47,28,7,,3
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002761,7,54,11,7,41,28,1,,4
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002771,8,41,10,12,42,27,5,,8
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002781,9,57,6,6,39,21,9,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002801,11,45,8,4,55,21,4,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002811,12,33,4,5,50,23,4,,4
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002821,13,48,12,8,24,20,7,,3
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002831,14,13,4,2,11,8,9,,2
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002841,1,37,5,9,33,17,7,,8
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002851,2,23,4,5,27,21,8,,4
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002871,4,38,4,10,31,30,8,,10
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002881,5,26,8,5,35,27,7,,5
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002891,6,27,7,13,22,20,10,,12
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002901,7,28,4,7,27,32,7,,7
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002911,8,27,6,10,39,18,9,,5
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002921,9,25,9,11,32,13,10,,8
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002931,10,39,7,8,30,15,5,,2
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002941,11,34,5,8,30,21,14,,2
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002951,12,26,5,4,36,15,9,,2
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002961,13,34,5,9,40,21,14,,4
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002971,14,42,11,3,32,8,9,,2
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002991,16,35,9,5,35,20,8,,5
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6003001,17,35,12,6,33,12,9,,4
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6003011,18,29,6,5,31,25,11,,3
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6003021,19,14,3,1,14,14,2,,1
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003091,2,45,5,2,36,18,5,,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003101,3,37,2,6,51,22,5,,3
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003111,4,25,2,13,53,18,6,,3
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003141,7,43,6,11,47,19,5,,10
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003161,9,46,11,8,32,20,3,,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003171,10,26,4,4,37,25,11,,8
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003181,11,30,10,5,41,16,3,,7
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003191,12,44,8,4,35,16,6,,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003201,13,37,8,11,44,28,4,,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003211,14,40,11,11,32,31,4,,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003221,15,24,7,2,45,29,11,,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003251,18,37,9,4,39,26,6,,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003261,19,35,11,5,36,14,6,,13
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003281,21,22,8,5,30,16,2,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003591,1,39,9,6,49,25,6,,2
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003601,2,30,7,7,26,17,5,,2
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003611,3,50,6,0,34,21,3,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003621,4,40,8,12,35,21,14,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003631,5,62,5,3,46,23,8,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003641,6,34,6,6,48,26,9,,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003651,7,38,6,6,48,18,8,,7
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003661,8,43,9,7,32,32,7,,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003671,9,42,8,8,30,20,5,,6
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003691,11,25,10,26,42,22,5,,6
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003701,12,45,12,10,33,18,11,,2
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003711,13,37,7,3,69,18,4,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003721,14,45,6,3,49,17,3,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003731,15,36,6,6,35,23,11,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003741,16,34,7,5,45,21,5,,11
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003751,17,50,3,9,45,13,13,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003761,18,45,10,2,35,29,8,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003771,19,33,3,4,32,17,19,,3
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003781,20,45,4,12,30,18,11,,7
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003791,21,8,1,0,5,0,0,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003801,1,48,4,5,66,17,1,,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003811,2,56,11,5,50,15,1,,3
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003821,3,43,7,6,62,16,4,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003831,4,50,13,4,60,17,2,,2
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003841,5,41,5,7,48,17,6,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003851,6,51,10,9,62,22,11,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003861,7,47,9,4,64,10,4,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003871,8,50,10,6,49,18,7,,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003881,9,47,9,7,64,21,2,,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003901,11,45,2,9,55,28,6,,3
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003911,12,65,9,2,55,9,4,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003921,13,45,7,6,68,12,3,,2
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003931,14,46,5,7,52,27,2,,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003941,15,42,4,5,69,18,2,,2
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003951,16,47,5,10,41,19,7,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003961,17,43,7,3,65,16,7,,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003971,18,46,5,7,61,11,3,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003981,19,69,5,5,49,18,2,,5
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004031,1,32,8,8,33,16,6,,4
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004041,2,29,5,11,38,18,10,,7
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004061,4,33,10,8,30,23,8,,9
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004071,5,28,5,6,47,28,10,,7
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004081,6,7,3,0,9,3,1,,0
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004091,1,56,1,5,69,15,1,,5
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004101,2,58,5,2,59,18,2,,1
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004111,3,51,11,3,75,17,2,,1
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004121,4,63,6,5,65,22,2,,3
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004131,5,49,7,12,44,12,4,,2
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004141,6,46,4,2,79,13,3,,1
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004161,8,56,8,5,66,16,2,,1
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004171,9,63,9,3,62,19,3,,1
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004181,10,62,17,8,51,10,2,,1
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004191,11,53,11,3,66,19,3,,3
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004201,12,46,9,3,81,12,2,,4
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004221,14,44,7,6,72,20,2,,4
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004231,15,59,11,3,55,11,2,,0
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004241,16,48,6,9,68,18,1,,1
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004251,17,57,5,4,61,16,2,,3
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004261,18,56,5,6,76,14,3,,1
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004271,19,33,2,0,38,10,3,,2
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004281,1,39,12,10,52,24,3,,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004291,2,68,7,10,45,13,4,,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004301,3,45,7,3,45,20,0,,0
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004311,4,46,9,5,44,23,1,,2
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004321,5,60,8,5,54,18,3,,3
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004331,6,52,7,7,69,19,6,,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004341,7,50,6,9,44,26,2,,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004361,9,39,13,6,61,19,4,,3
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004441,17,25,12,4,76,20,6,,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004461,19,37,6,4,38,11,3,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004471,1,44,11,6,43,14,9,,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004491,3,43,5,6,40,17,3,,3
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004501,4,49,23,8,50,14,9,,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004511,5,44,5,7,52,19,3,,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004521,6,44,12,5,59,15,3,,3
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004551,9,48,5,4,38,16,4,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004561,10,46,15,4,48,14,4,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004571,11,32,6,9,59,19,4,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004581,12,40,16,7,52,19,4,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004591,13,42,13,5,45,20,4,,6
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005261,2,53,9,3,80,16,5,,2
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005271,3,53,5,1,59,17,3,,3
