CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,LIBRE,NGP,PATRIA-UNIDOS,MTS,FRI,XS-CH,A-UPP
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002001,14,39,12,6,46,3,3,7,5
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002021,16,52,25,5,45,5,7,8,0
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002031,17,44,14,7,49,3,7,2,6
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002041,18,37,24,2,55,7,5,3,3
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002051,19,23,6,1,21,0,2,0,2
1,Oropeza,1,Sucre,2794,Sucre,519,Colegio 23 de Marzo,1008301,8,36,24,7,48,3,7,5,4
1,Oropeza,1,Sucre,2794,Sucre,519,Colegio 23 de Marzo,1008321,10,41,30,5,38,5,2,6,5
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000651,1,54,30,6,31,4,6,4,6
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000671,3,58,19,9,33,2,6,3,3
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000681,4,46,30,3,43,3,1,3,0
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000691,5,55,41,4,35,4,5,6,5
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008791,1,36,14,9,48,2,4,4,6
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008831,5,33,11,6,48,7,8,3,5
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008841,6,25,16,4,43,9,6,8,8
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008851,7,29,16,7,36,5,7,3,4
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008911,13,35,17,6,45,5,2,3,5
1,Oropeza,1,Sucre,2794,Sucre,533,U.E. Nuevos Horizontes,1008921,14,14,5,1,14,0,2,0,2
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005791,15,52,16,0,45,6,4,5,4
1,Oropeza,1,Sucre,2794,Sucre,534,Escuela Tucsupaya,1005811,17,48,19,4,40,5,9,4,4
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008641,3,43,14,8,40,2,5,11,2
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008651,4,38,13,8,30,7,6,10,2
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008661,5,51,13,4,32,1,11,8,3
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008731,12,40,9,4,36,7,7,4,9
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008741,13,36,15,3,45,7,8,9,3
1,Oropeza,1,Sucre,2794,Sucre,535,Unid. Ed. Hugo Poppe Entrambasaguas,1008751,14,35,10,5,48,6,2,8,2
1,Oropeza,1,Sucre,2794,Sucre,25027,Salon Multifuncional El Niño,1006481,5,45,22,3,61,3,9,9,3
1,Oropeza,1,Sucre,2794,Sucre,25027,Salon Multifuncional El Niño,1006491,6,48,19,9,58,1,6,3,10
1,Oropeza,1,Sucre,2794,Sucre,25027,Salon Multifuncional El Niño,1006501,7,19,10,2,15,2,3,3,5
1,Oropeza,1,Sucre,2794,Sucre,25028,Salon Multifuncional La Hoyada,1007861,1,28,15,5,26,3,14,11,5
1,Oropeza,1,Sucre,2794,Sucre,25028,Salon Multifuncional La Hoyada,1007871,2,39,13,4,42,8,12,6,9
1,Oropeza,1,Sucre,2794,Sucre,25028,Salon Multifuncional La Hoyada,1007881,3,45,14,4,38,3,13,9,6
1,Oropeza,1,Sucre,2794,Sucre,25029,(Cárcel) Cárcel Pública,1009351,2,23,5,5,27,9,7,6,3
1,Oropeza,1,Sucre,2794,Sucre,25029,(Cárcel) Cárcel Pública,1009361,3,18,13,3,24,4,7,7,7
1,Oropeza,1,Sucre,2794,Sucre,25029,(Cárcel) Cárcel Pública,1009371,4,9,1,1,16,2,2,2,4
1,Oropeza,1,Sucre,2794,Sucre,25031,Mercado Yurac Yurac,1007491,1,27,14,4,47,2,2,8,8
1,Oropeza,1,Sucre,2794,Sucre,25031,Mercado Yurac Yurac,1007541,6,45,12,4,45,5,5,4,7
1,Oropeza,1,Sucre,2794,Sucre,25526,U.E. Eduardo Abaroa,1001441,9,45,31,36,8,3,5,7,4
1,Oropeza,1,Sucre,2794,Sucre,25526,U.E. Eduardo Abaroa,1001461,11,47,19,2,46,3,8,9,7
1,Oropeza,1,Sucre,2794,Sucre,25531,U.E. Thako Pampa,1009961,2,31,8,4,34,2,2,6,7
1,Oropeza,1,Sucre,2794,Sucre,25531,U.E. Thako Pampa,1009981,4,26,10,4,23,7,7,7,4
1,Oropeza,1,Sucre,2794,Sucre,25531,U.E. Thako Pampa,1009991,5,33,12,28,2,4,7,3,2
1,Oropeza,1,Sucre,2794,Sucre,25531,U.E. Thako Pampa,1010001,6,28,10,3,25,8,8,5,7
1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,1008001,4,62,23,13,33,6,7,5,7
1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,1008021,6,56,28,5,42,2,5,11,5
1,Oropeza,1,Sucre,2794,Sucre,25569,Salón Multifuncional Satélite,1007071,1,37,13,6,37,10,8,7,5
1,Oropeza,1,Sucre,2794,Sucre,25569,Salón Multifuncional Satélite,1007081,2,32,12,3,44,3,4,6,9
1,Oropeza,1,Sucre,2794,Sucre,25569,Salón Multifuncional Satélite,1007111,5,30,14,3,49,6,5,12,10
1,Oropeza,1,Sucre,2794,Sucre,25569,Salón Multifuncional Satélite,1007121,6,38,14,2,47,3,8,6,4
1,Oropeza,1,Sucre,2794,Sucre,25570,Campo Deportivo San Juanillo Bajo,1004971,1,31,16,6,35,4,13,7,10
1,Oropeza,1,Sucre,2794,Sucre,25570,Campo Deportivo San Juanillo Bajo,1004981,2,38,18,6,33,4,7,15,4
1,Oropeza,1,Sucre,2794,Sucre,25570,Campo Deportivo San Juanillo Bajo,1004991,3,53,17,4,33,1,10,6,6
1,Oropeza,1,Sucre,2794,Sucre,25570,Campo Deportivo San Juanillo Bajo,1005001,4,33,19,4,44,6,10,8,7
1,Oropeza,1,Sucre,2794,Sucre,25570,Campo Deportivo San Juanillo Bajo,1005021,6,41,24,3,36,5,6,2,3
1,Oropeza,1,Sucre,2794,Sucre,25570,Campo Deportivo San Juanillo Bajo,1005031,7,47,19,4,42,6,7,3,7
1,Oropeza,1,Sucre,2794,Sucre,25570,Campo Deportivo San Juanillo Bajo,1005041,8,36,27,3,40,6,5,4,4
1,Oropeza,1,Sucre,2794,Sucre,25570,Campo Deportivo San Juanillo Bajo,1005051,9,3,2,0,5,1,1,0,1
1,Oropeza,1,Sucre,2794,Sucre,25577,U.E. Cristo Rey,1002351,1,49,36,6,43,3,13,4,7
1,Oropeza,1,Sucre,2794,Sucre,25577,U.E. Cristo Rey,1002361,2,16,4,0,12,3,4,1,1
1,Oropeza,1,Sucre,2794,Sucre,26371,U.E. Lechuguillas,1010121,1,16,18,2,36,2,3,12,6
1,Oropeza,1,Sucre,2794,Sucre,26371,U.E. Lechuguillas,1010131,2,4,1,1,7,1,1,0,2
1,Oropeza,1,Sucre,2794,Sucre,26372,Salón Multifuncional Sancho,1009381,1,52,11,6,32,6,4,9,7
1,Oropeza,1,Sucre,2794,Sucre,26372,Salón Multifuncional Sancho,1009391,2,59,12,0,44,7,2,9,6
1,Oropeza,1,Sucre,2794,Sucre,26372,Salón Multifuncional Sancho,1009401,3,13,2,0,7,0,2,0,1
1,Oropeza,1,Sucre,2794,Sucre,26376,Campo Deportivo Barrio Lindo,1002081,3,39,27,4,37,5,7,10,1
1,Oropeza,1,Sucre,2794,Sucre,26376,Campo Deportivo Barrio Lindo,1002091,4,29,20,4,32,4,6,6,2
1,Oropeza,1,Sucre,2794,Sucre,30002,Campo Deportivo zona San Francisco,1009131,1,46,22,3,50,6,9,9,4
1,Oropeza,1,Sucre,2794,Sucre,30002,Campo Deportivo zona San Francisco,1009141,2,35,23,2,36,5,14,7,4
1,Oropeza,1,Sucre,2794,Sucre,30002,Campo Deportivo zona San Francisco,1009151,3,50,22,6,47,4,6,8,7
1,Oropeza,1,Sucre,2794,Sucre,30002,Campo Deportivo zona San Francisco,1009161,4,47,22,7,48,4,8,2,2
1,Oropeza,1,Sucre,2794,Sucre,30002,Campo Deportivo zona San Francisco,1009171,5,51,21,5,40,7,12,6,3
1,Oropeza,1,Sucre,2794,Sucre,30002,Campo Deportivo zona San Francisco,1009181,6,49,27,4,49,4,2,9,1
1,Oropeza,1,Sucre,2794,Sucre,30002,Campo Deportivo zona San Francisco,1009191,7,66,21,1,30,2,7,0,5
1,Oropeza,1,Sucre,2794,Sucre,30002,Campo Deportivo zona San Francisco,1009201,8,10,5,1,12,1,0,1,1
1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José,1009271,2,46,25,5,42,3,3,10,2
1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José,1009281,3,53,18,6,33,2,5,10,3
1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José,1009291,4,53,20,4,42,9,2,9,5
1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José,1009301,5,48,17,2,45,4,12,5,9
1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José,1009311,6,45,21,4,46,11,5,7,5
1,Oropeza,1,Sucre,2794,Sucre,32160,U.E. Genoveva Rios,1009321,1,36,10,4,43,3,4,10,5
1,Oropeza,1,Sucre,2794,Sucre,32160,U.E. Genoveva Rios,1009331,2,35,11,3,33,3,6,9,5
1,Oropeza,1,Sucre,2794,Sucre,32161,Salón Multifuncional Luis Espinal,1005221,1,34,18,5,33,4,6,7,6
1,Oropeza,1,Sucre,2794,Sucre,32161,Salón Multifuncional Luis Espinal,1005231,2,38,19,6,42,7,8,3,4
1,Oropeza,1,Sucre,2794,Sucre,32161,Salón Multifuncional Luis Espinal,1005241,3,36,17,3,42,2,6,7,9
1,Oropeza,1,Sucre,2794,Sucre,32161,Salón Multifuncional Luis Espinal,1005251,4,35,10,7,42,5,3,6,6
1,Oropeza,1,Sucre,2794,Sucre,32161,Salón Multifuncional Luis Espinal,1005261,5,24,9,1,23,2,3,4,1
1,Oropeza,1,Sucre,2794,Sucre,32162,Centro Recreacional La Esperanza,1006511,1,45,23,3,47,2,13,7,2
1,Oropeza,1,Sucre,2794,Sucre,32162,Centro Recreacional La Esperanza,1006521,2,50,27,4,57,4,8,5,5
1,Oropeza,1,Sucre,2794,Sucre,32162,Centro Recreacional La Esperanza,1006531,3,49,23,7,38,7,4,9,6
1,Oropeza,1,Sucre,2794,Sucre,32162,Centro Recreacional La Esperanza,1006541,4,51,17,8,43,5,8,9,4
1,Oropeza,1,Sucre,2794,Sucre,32162,Centro Recreacional La Esperanza,1006551,5,23,17,7,23,0,8,4,1
1,Oropeza,1,Sucre,2794,Sucre,32163,U.E. Ernesto Che Guevara,1004151,6,23,16,1,44,5,7,8,9
1,Oropeza,1,Sucre,2794,Sucre,32163,U.E. Ernesto Che Guevara,1004161,7,26,16,4,29,6,7,13,7
1,Oropeza,1,Sucre,2794,Sucre,32163,U.E. Ernesto Che Guevara,1004171,8,24,14,4,43,3,9,8,7
1,Oropeza,1,Sucre,2794,Sucre,32163,U.E. Ernesto Che Guevara,1004181,9,8,2,0,13,1,1,1,3
1,Oropeza,1,Sucre,2794,Sucre,32387,Facultad de Ciencias de Enfermeria y Obstetricia,1004191,1,24,14,4,28,2,2,6,3
1,Oropeza,1,Sucre,2794,Sucre,32388,U.E. Tambo Aranjuez,1009831,1,2,1,1,2,1,0,2,1
1,Oropeza,1,Sucre,2794,Sucre,32389,U.E. Bicentenario,1008771,1,43,18,5,54,5,7,8,9
1,Oropeza,1,Sucre,2794,Sucre,32389,U.E. Bicentenario,1008781,2,17,7,1,16,2,1,1,4
1,Oropeza,1,Sucre,2794,Sucre,32390,U.E. Teresa Bustos de Lemoine,1000891,1,49,42,8,48,4,6,3,6
1,Oropeza,1,Sucre,2794,Sucre,32390,U.E. Teresa Bustos de Lemoine,1000901,2,62,29,7,39,6,2,2,2
1,Oropeza,1,Sucre,2794,Sucre,32390,U.E. Teresa Bustos de Lemoine,1000911,3,55,30,6,47,6,2,3,4
1,Oropeza,1,Sucre,2794,Sucre,32438,Salón Multifuncional Barrio Icla,1010011,1,4,2,3,5,1,2,4,3
1,Oropeza,1,Sucre,2794,Sucre,32439,Salón Multifuncional Santa Fé,1007621,1,20,2,2,18,2,2,0,1
1,Oropeza,1,Sucre,3821,Alto Khora Khora,1,U.E. Qhora Qhora Alta,1000061,1,17,3,1,24,12,9,6,6
1,Oropeza,1,Sucre,3821,Alto Khora Khora,1,U.E. Qhora Qhora Alta,1000071,2,11,8,5,36,8,3,6,2
1,Oropeza,1,Sucre,3821,Alto Khora Khora,1,U.E. Qhora Qhora Alta,1000081,3,22,9,3,39,9,2,10,5
1,Oropeza,1,Sucre,3821,Alto Khora Khora,1,U.E. Qhora Qhora Alta,1000091,4,16,12,2,35,3,5,11,4
1,Oropeza,1,Sucre,3821,Alto Khora Khora,1,U.E. Qhora Qhora Alta,1000101,5,16,8,6,50,6,3,5,2
1,Oropeza,1,Sucre,3821,Alto Khora Khora,1,U.E. Qhora Qhora Alta,1000111,6,14,6,1,20,2,0,3,2
