CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,SOMOS,JACHAJAKISASOLFESORC,AORA,PATRIA-ORURO,A-UPP,NGP,LIBRE,PDC,UN,APB-SUMATE,P.P.,FRI
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000761,6,7,9,31,12,11,9,12,28,,9,14,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000771,7,7,14,28,13,21,4,14,27,,8,14,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000781,8,4,14,39,8,7,11,10,42,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000791,9,6,23,24,11,13,9,11,33,,4,11,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000801,10,2,16,39,4,18,11,15,26,,5,15,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000811,11,5,15,34,6,15,7,13,42,,3,19,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000821,12,1,9,21,3,10,5,8,21,,1,7,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003331,1,3,16,47,11,11,9,18,15,,9,11,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003341,2,3,17,38,5,10,9,22,24,,11,5,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003351,3,5,18,45,8,12,11,14,11,,9,3,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003361,4,5,28,45,4,18,3,14,13,,10,5,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003371,5,3,12,41,7,6,10,10,27,,12,11,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005531,5,1,16,29,7,11,8,11,36,,7,9,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005541,6,3,10,44,8,19,9,10,32,,12,11,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005551,7,7,10,25,1,28,16,9,42,,5,7,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005561,8,3,13,29,3,19,5,11,23,,6,6,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005571,1,2,18,29,3,8,9,12,33,,9,6,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005641,8,3,17,32,13,31,8,11,23,,6,14,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005651,9,3,22,39,7,18,11,13,29,,9,9,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005671,11,1,14,41,8,12,3,5,45,,7,11,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005691,13,3,9,28,2,21,7,10,38,,9,10,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005701,14,0,12,21,2,8,3,2,15,,2,3,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003601,1,4,14,35,11,11,8,10,24,,7,11,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003611,2,10,21,31,8,11,10,10,33,,3,2,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003621,3,4,13,39,9,13,6,16,19,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003631,4,3,16,35,13,14,14,15,20,,9,11,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003641,5,1,15,39,13,17,11,18,21,,2,4,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003651,6,3,16,25,10,17,11,10,21,,9,6,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003661,7,2,16,30,7,15,15,15,22,,5,11,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003671,8,8,12,30,12,22,7,9,35,,3,14,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003681,9,5,20,29,6,14,8,17,34,,5,13,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003691,10,4,11,41,7,7,14,12,24,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003701,11,2,8,19,9,10,7,6,20,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000831,1,3,16,33,5,19,8,9,40,,7,12,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000841,2,4,14,29,7,18,11,11,34,,10,14,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000851,3,1,9,30,5,10,12,8,38,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000861,4,3,15,21,3,18,7,7,47,,10,12,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000871,5,0,1,11,1,8,2,1,13,,2,3,,
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007351,1,12,17,43,11,18,8,18,35,,4,7,,
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007361,2,5,13,37,8,7,9,22,34,,6,15,,
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007371,3,4,5,5,0,8,3,5,12,,0,2,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000011,1,4,11,42,9,15,7,15,39,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000031,3,7,8,35,6,19,11,16,32,,9,8,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000041,4,6,16,37,0,15,7,16,38,,4,12,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000051,5,4,13,34,6,13,6,8,42,,7,7,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000411,1,6,23,26,2,11,6,15,40,,10,13,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000421,2,4,14,30,8,13,10,13,36,,11,8,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000431,3,2,18,23,2,17,5,7,59,,10,7,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000441,4,6,14,39,12,12,9,6,35,,6,10,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000451,5,4,19,34,3,23,6,13,44,,5,12,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000461,6,4,15,34,5,19,7,10,41,,6,12,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000471,7,2,10,17,4,15,9,10,49,,10,15,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000481,8,1,3,6,4,6,1,3,14,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001421,1,6,5,37,5,13,3,7,30,,5,8,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001431,2,6,7,33,9,24,13,5,28,,14,10,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001441,3,2,17,38,6,8,7,9,23,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001451,4,4,14,31,10,14,5,12,32,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001461,5,0,20,31,7,15,10,10,39,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001611,1,3,13,29,6,15,8,14,30,,9,10,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001621,2,3,13,37,4,13,6,9,31,,6,11,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001631,3,3,15,26,7,7,9,11,42,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001641,4,4,19,30,4,9,11,7,49,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001651,5,7,13,30,3,9,7,11,32,,3,8,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000881,1,2,17,35,8,15,9,15,46,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000891,2,5,13,34,8,9,15,13,29,,7,15,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000901,3,4,16,33,4,16,8,10,42,,5,16,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000911,4,1,12,34,3,16,7,6,43,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000921,5,2,5,18,1,9,2,2,2,,5,3,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001051,1,3,11,26,7,14,6,6,60,,10,7,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001061,2,4,11,36,9,21,5,9,35,,6,11,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001071,3,4,9,36,6,12,3,7,48,,9,5,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001081,4,1,12,28,5,17,5,9,54,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001091,5,0,3,8,1,0,0,4,16,,1,1,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009761,1,7,26,35,8,10,11,10,26,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009771,2,7,21,44,11,17,4,16,19,,2,12,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009781,3,10,20,28,10,20,10,18,19,,4,14,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009791,4,6,22,23,12,13,15,10,17,,4,12,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009801,5,4,24,29,12,9,13,15,17,,5,3,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009821,7,8,15,31,13,19,10,19,21,,5,3,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009851,1,10,15,30,11,12,7,12,18,,5,13,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009861,2,8,13,31,13,13,8,10,23,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009871,3,3,22,19,19,20,6,14,21,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009881,4,7,19,16,10,15,4,18,28,,10,5,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009891,5,5,8,13,3,5,3,10,5,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009491,1,10,17,20,13,11,11,12,24,,7,12,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009501,2,6,18,28,19,18,4,12,23,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009511,3,12,14,35,13,17,9,15,24,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009521,4,8,22,32,19,11,6,18,27,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009531,5,1,10,28,13,15,6,15,36,,8,3,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009541,6,5,14,36,16,11,9,9,25,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009611,1,6,16,26,7,17,5,16,36,,9,17,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009621,2,4,15,32,8,23,7,23,23,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009641,4,3,26,32,10,14,12,6,19,,7,5,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009651,5,10,12,28,13,16,6,15,41,,6,10,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009661,6,7,15,28,8,12,10,12,30,,10,11,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009671,7,4,9,24,7,14,5,14,41,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009681,8,7,7,20,11,26,12,10,27,,11,6,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009691,9,2,15,15,9,17,13,10,40,,7,5,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009701,10,3,18,20,8,13,12,15,30,,9,5,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007521,1,6,12,31,5,20,4,8,37,,7,14,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007531,2,8,17,34,12,10,5,16,30,,4,4,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007541,3,9,21,27,11,21,13,19,22,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007551,4,7,23,20,7,19,14,12,29,,1,2,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007561,5,11,20,37,16,13,8,9,26,,2,10,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007571,6,5,21,17,17,9,8,15,26,,3,12,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007581,7,7,19,34,11,25,7,11,22,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007591,8,13,14,25,5,14,13,18,20,,8,9,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007601,9,7,18,28,9,12,5,13,47,,2,13,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007611,10,5,14,36,11,16,9,13,24,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006901,1,21,17,36,10,8,9,14,21,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006911,2,14,12,39,15,14,14,13,19,,5,14,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006921,3,14,20,29,12,10,11,23,26,,2,15,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006931,4,8,13,30,9,10,10,15,23,,8,9,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006951,6,11,17,35,13,5,8,16,19,,2,9,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006961,7,10,12,32,11,5,10,11,23,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006971,8,6,15,38,10,6,14,11,19,,4,7,,
