CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,SOMOS,JACHAJAKISASOLFESORC,AORA,PATRIA-ORURO,A-UPP,NGP,LIBRE,PDC,UN,APB-SUMATE,P.P.,FRI
1,Cercado,1,Oruro,2059,Oruro,31007,U.E. Pantaleon Dalence 1,4001171,2,5,11,28,7,19,5,17,46,,12,5,,
1,Cercado,1,Oruro,2059,Oruro,31007,U.E. Pantaleon Dalence 1,4001191,4,6,10,35,1,22,5,12,42,,9,7,,
1,Cercado,1,Oruro,2059,Oruro,31007,U.E. Pantaleon Dalence 1,4001201,5,4,16,33,2,25,8,4,43,,6,16,,
1,Cercado,1,Oruro,2059,Oruro,31007,U.E. Pantaleon Dalence 1,4001211,6,10,10,23,6,15,8,6,42,,8,6,,
1,Cercado,1,Oruro,2059,Oruro,31032,U.E. John Fitzgerald Kennedy 2,4003051,1,10,22,38,6,15,5,23,23,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,31032,U.E. John Fitzgerald Kennedy 2,4003061,2,6,14,32,6,17,13,6,22,,6,11,,
1,Cercado,1,Oruro,2059,Oruro,31032,U.E. John Fitzgerald Kennedy 2,4003071,3,6,16,29,10,9,8,13,21,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,31032,U.E. John Fitzgerald Kennedy 2,4003081,4,7,15,47,14,9,6,7,31,,5,4,,
1,Cercado,1,Oruro,2059,Oruro,31032,U.E. John Fitzgerald Kennedy 2,4003101,6,4,19,32,10,11,12,16,18,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,31032,U.E. John Fitzgerald Kennedy 2,4003111,7,3,20,35,8,10,6,13,29,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,31032,U.E. John Fitzgerald Kennedy 2,4003121,8,6,19,35,4,15,5,9,37,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,31032,U.E. John Fitzgerald Kennedy 2,4003131,9,1,6,12,0,3,2,2,10,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,32135,U.E.  Jaime Escalante,4006821,1,2,17,24,7,8,8,19,20,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,32135,U.E.  Jaime Escalante,4006841,3,4,21,29,13,17,10,17,20,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,32135,U.E.  Jaime Escalante,4006851,4,7,14,34,11,13,14,12,18,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,32135,U.E.  Jaime Escalante,4006861,5,8,12,30,12,11,10,14,22,,1,11,,
1,Cercado,1,Oruro,2059,Oruro,32135,U.E.  Jaime Escalante,4006871,6,5,15,32,3,16,6,15,22,,5,8,,
1,Cercado,1,Oruro,2059,Oruro,32135,U.E.  Jaime Escalante,4006881,7,5,18,24,7,5,9,17,11,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,32180,U. E. Abya Yala,4003961,1,1,11,51,13,6,5,8,13,,5,8,,
1,Cercado,1,Oruro,2059,Oruro,32180,U. E. Abya Yala,4003971,2,8,14,48,5,5,5,12,12,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,32180,U. E. Abya Yala,4003981,3,1,2,13,1,0,2,1,2,,0,2,,
1,Cercado,1,Oruro,2059,Oruro,32187,U.E. Emilio Vasquez,4006791,1,7,13,54,18,1,14,10,11,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,32187,U.E. Emilio Vasquez,4006801,2,5,9,30,22,5,15,13,4,,2,3,,
1,Cercado,1,Oruro,2059,Oruro,32187,U.E. Emilio Vasquez,4006811,3,2,10,26,10,3,13,9,4,,3,2,,
1,Cercado,1,Oruro,2059,Oruro,32311,U.E. Fred Nuñez Gonzales,4008671,1,6,10,30,11,1,10,7,6,,3,1,,
1,Cercado,1,Oruro,2059,Oruro,32311,U.E. Fred Nuñez Gonzales,4008691,3,3,3,29,8,0,3,6,1,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,32366,U.E. Carlos Villegas Quiroga,4003551,2,0,5,6,10,2,1,3,2,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,32407,U.E. Rodolfo Soria Galvarro,4001791,1,5,14,36,7,18,8,4,30,,4,12,,
1,Cercado,1,Oruro,2059,Oruro,32407,U.E. Rodolfo Soria Galvarro,4001801,2,3,22,37,8,10,6,10,36,,11,5,,
1,Cercado,1,Oruro,2059,Oruro,32407,U.E. Rodolfo Soria Galvarro,4001811,3,5,16,29,7,12,3,8,47,,11,7,,
1,Cercado,1,Oruro,2059,Oruro,32407,U.E. Rodolfo Soria Galvarro,4001821,4,4,1,8,3,1,2,1,13,,4,1,,
1,Cercado,1,Oruro,2059,Oruro,32408,U.E. Juan Pablo Secundaria,4010461,1,7,27,30,18,7,11,16,23,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,32408,U.E. Juan Pablo Secundaria,4010471,2,1,3,8,2,1,1,6,4,,0,0,,
1,Cercado,1,Oruro,2059,Oruro,32409,U.E. 27 de Julio Huanuni,4003711,1,5,26,33,8,29,8,13,14,,5,10,,
1,Cercado,1,Oruro,2059,Oruro,32409,U.E. 27 de Julio Huanuni,4003721,2,7,20,25,6,27,3,14,13,,4,13,,
1,Cercado,1,Oruro,2059,Oruro,32494,U. E. Adolfo Ballivian 1,4005441,1,2,13,23,5,12,7,12,14,,8,9,,
1,Cercado,1,Oruro,2059,Oruro,32495,U. E. Apoyo Educativo Oruro,4006891,1,2,4,9,1,3,0,2,2,,0,3,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012241,9,36,4,64,4,0,1,,,,,,,
2,Abaroa,1,Challapata,2086,Culta,2,Esc. Gualberto Villarroel,4012251,1,66,5,40,12,5,3,,,,,,,
2,Abaroa,1,Challapata,2087,Cruce Culta,2,Col. Simon Bolivar,4012271,2,41,14,23,8,6,14,,,,,,,
2,Abaroa,1,Challapata,2087,Cruce Culta,2,Col. Simon Bolivar,4012291,4,30,7,17,6,3,5,,,,,,,
2,Abaroa,1,Challapata,3021,Thola Palca,2,U.E. Tolapalca,4012341,1,14,14,18,4,4,61,,,,,,,
2,Abaroa,1,Challapata,3021,Thola Palca,2,U.E. Tolapalca,4012351,2,2,5,3,1,4,11,,,,,,,
2,Abaroa,1,Challapata,3708,Cochuyo (Ayllu Collana),1,U. E. Cochuyo,4012001,1,35,0,15,4,1,3,,,,,,,
2,Abaroa,1,Challapata,4624,Challapampa Grande,32404,U.E. Catavicollo,4012711,2,11,2,11,4,0,36,,,,,,,
4,Sajama,2,Turco,2112,Titiri,2,Nucleo Escolar Titiri,4013311,1,0,,12,45,,3,,,0,,,7,
4,Sajama,2,Turco,2113,Huajriri,2,U.E. Asuncion De Huajrire,4013321,1,0,,8,8,,4,,,1,,,0,
4,Sajama,2,Turco,3023,Iruni,2,Esc. Gualberto Villarroel   Iruni,4013411,1,0,,21,2,,0,,,0,,,0,
4,Sajama,2,Turco,3222,Crucero,2,U.E. Nuevo Porvenir,4013421,1,1,,3,23,,1,,,0,,,0,
14,Sebastián Pagador,1,Santiago de Huari,2216,Lagunillas,2,Nucleo Marca Lagunillas,4016491,2,72,1,69,,1,43,,,,,,,
14,Sebastián Pagador,1,Santiago de Huari,2216,Lagunillas,2,Nucleo Marca Lagunillas,4016501,3,27,3,32,,2,22,,,,,,,
14,Sebastián Pagador,1,Santiago de Huari,2815,Calacota,2,Esc. Calacota,4016541,1,13,0,6,,2,9,,,,,,,
14,Sebastián Pagador,1,Santiago de Huari,4175,Belén de Challamayo,25576,U.E. Challamayo,4016551,1,28,3,37,,2,1,,,,,,,
