CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,MTS,CDC,PDC,ISA,APB-SUMATE,A-UPP,NGP
1,Cercado,1,Tarija,1880,Pampa Redonda Centro,1,U.E. Luis De Fuentes,6000461,2,20,5,30,6,2,3,4,0
1,Cercado,1,Tarija,1882,Guerra Huayco,1,U.E. San Lazaro de Guerra Huayco,6000471,1,18,3,24,12,4,2,4,15
1,Cercado,1,Tarija,1882,Guerra Huayco,1,U.E. San Lazaro de Guerra Huayco,6000481,2,23,3,23,10,7,2,1,14
1,Cercado,1,Tarija,1882,Guerra Huayco,1,U.E. San Lazaro de Guerra Huayco,6000491,3,17,5,25,5,4,0,6,10
1,Cercado,1,Tarija,1882,Guerra Huayco,1,U.E. San Lazaro de Guerra Huayco,6000501,4,22,1,18,12,1,2,6,8
1,Cercado,1,Tarija,1882,Guerra Huayco,1,U.E. San Lazaro de Guerra Huayco,6000511,5,17,5,15,13,10,2,6,10
1,Cercado,1,Tarija,1882,Guerra Huayco,1,U.E. San Lazaro de Guerra Huayco,6000521,6,21,2,27,8,5,1,4,9
1,Cercado,1,Tarija,1882,Guerra Huayco,1,U.E. San Lazaro de Guerra Huayco,6000531,7,19,7,19,14,2,1,2,4
1,Cercado,1,Tarija,1882,Guerra Huayco,1,U.E. San Lazaro de Guerra Huayco,6000541,8,1,2,1,0,1,0,0,2
1,Cercado,1,Tarija,1883,San Andrés,1,U.E. San Andres,6000551,1,40,8,50,7,3,1,1,8
1,Cercado,1,Tarija,1883,San Andrés,1,U.E. San Andres,6000561,2,20,13,42,0,1,2,2,7
1,Cercado,1,Tarija,1883,San Andrés,1,U.E. San Andres,6000581,4,23,17,26,10,5,0,2,2
1,Cercado,1,Tarija,1883,San Andrés,1,U.E. San Andres,6000591,5,30,12,38,6,6,0,9,3
1,Cercado,1,Tarija,1883,San Andrés,1,U.E. San Andres,6000601,6,33,12,30,10,3,0,4,2
1,Cercado,1,Tarija,1883,San Andrés,1,U.E. San Andres,6000611,7,47,9,24,1,4,0,2,7
1,Cercado,1,Tarija,1884,Bella Vista,1,U.E. Bella Vista,6000631,2,16,11,23,8,4,2,1,7
1,Cercado,1,Tarija,1884,Bella Vista,1,U.E. Bella Vista,6000641,3,2,1,4,1,1,0,0,0
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000821,1,70,9,65,9,2,0,1,1
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000831,2,58,7,75,10,2,7,2,3
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000841,3,57,6,67,13,2,2,0,6
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000861,5,61,9,65,14,2,3,1,2
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000871,6,70,2,70,14,0,2,1,3
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000881,7,52,4,68,17,1,2,4,4
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000891,8,62,13,71,6,1,1,1,1
1,Cercado,1,Tarija,2680,Tarija,1,U.E. Nacional San Luis,6000901,9,37,3,46,11,2,0,2,2
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001201,1,60,6,77,10,1,0,4,2
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001211,2,45,6,68,10,1,5,1,3
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001221,3,47,6,83,20,0,2,1,3
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001231,4,43,5,88,18,1,4,1,4
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001241,5,57,3,79,11,4,2,4,5
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001251,6,62,11,68,13,0,3,3,3
1,Cercado,1,Tarija,2680,Tarija,2,U.E. Maria Laura Justiniano,6001261,7,50,3,76,15,0,4,2,4
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001351,1,61,11,64,16,2,2,0,2
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001361,2,54,2,67,14,0,5,1,6
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001371,3,45,9,52,17,4,2,3,8
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001381,4,57,6,59,23,4,2,1,5
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001391,5,62,5,64,15,2,0,2,8
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001401,6,60,3,67,21,1,2,1,5
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001411,7,65,8,52,19,3,3,1,4
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001421,8,53,5,74,17,5,1,2,3
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001431,9,63,8,56,20,3,0,1,5
1,Cercado,1,Tarija,2680,Tarija,4,U.E. Rosa Arce,6001441,10,29,3,30,4,0,1,1,5
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000951,1,60,4,80,15,3,3,2,3
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000961,2,50,8,72,19,1,2,0,6
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000971,3,56,6,61,13,3,3,2,5
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000981,4,55,8,81,14,1,0,0,6
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6000991,5,64,8,84,17,3,2,2,6
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001001,6,50,4,90,4,3,7,2,4
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001011,7,49,8,62,17,2,2,3,7
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001021,8,41,4,71,15,2,3,2,7
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001031,9,59,9,61,22,3,1,1,3
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001041,10,46,9,69,15,3,4,2,4
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001051,11,59,9,70,13,4,2,2,3
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001061,12,61,10,69,14,0,4,3,7
1,Cercado,1,Tarija,2680,Tarija,5,U.E. San Roque,6001081,14,9,1,14,2,0,0,0,1
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002071,1,43,7,56,26,4,1,3,9
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002081,2,51,7,53,6,5,1,0,3
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002091,3,51,6,56,14,3,1,5,4
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002101,4,43,6,68,15,6,0,2,4
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002111,5,65,3,67,28,6,0,1,5
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002121,6,38,10,62,16,4,1,3,8
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002131,7,55,8,52,16,7,2,3,10
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002141,8,57,7,56,13,3,1,5,5
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002151,9,36,7,78,18,6,3,3,3
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002161,10,51,5,55,10,4,1,2,6
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002171,11,46,5,57,23,1,1,2,6
1,Cercado,1,Tarija,2680,Tarija,6,U.E. Avelina Raña,6002181,12,27,10,31,14,1,0,2,2
1,Cercado,1,Tarija,2680,Tarija,8,U.E. Carmen Echazu,6001451,1,59,6,67,21,3,2,2,2
1,Cercado,1,Tarija,2680,Tarija,8,U.E. Carmen Echazu,6001471,3,63,4,66,19,5,0,1,4
1,Cercado,1,Tarija,2680,Tarija,8,U.E. Carmen Echazu,6001481,4,44,8,70,16,3,1,2,11
1,Cercado,1,Tarija,2680,Tarija,8,U.E. Carmen Echazu,6001491,5,54,11,60,11,7,7,3,3
1,Cercado,1,Tarija,2680,Tarija,8,U.E. Carmen Echazu,6001501,6,72,5,62,10,3,0,0,5
1,Cercado,1,Tarija,2680,Tarija,8,U.E. Carmen Echazu,6001511,7,47,6,55,13,2,2,2,1
1,Cercado,1,Tarija,2680,Tarija,56,U.E. Narciso Campero,6000911,1,49,8,79,11,0,2,3,2
1,Cercado,1,Tarija,2680,Tarija,56,U.E. Narciso Campero,6000921,2,73,4,71,11,2,4,1,1
1,Cercado,1,Tarija,2680,Tarija,56,U.E. Narciso Campero,6000931,3,60,9,58,11,3,4,0,8
1,Cercado,1,Tarija,2680,Tarija,56,U.E. Narciso Campero,6000941,4,58,3,64,8,1,2,1,3
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002841,1,34,3,30,17,8,0,10,6
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002851,2,27,3,25,20,7,3,1,3
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002861,3,29,1,38,23,9,2,10,2
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002871,4,38,2,29,26,7,2,11,11
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002881,5,27,5,36,26,5,4,3,6
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002891,6,27,9,20,20,9,2,12,11
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002901,7,25,6,24,36,5,2,5,5
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002911,8,26,6,38,17,11,0,5,8
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002921,9,25,6,39,9,9,4,10,8
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002931,10,39,5,28,17,4,1,1,5
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002941,11,29,7,28,21,11,3,2,8
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002951,12,29,5,30,18,5,1,3,7
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002961,13,29,5,40,20,11,2,3,10
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002971,14,39,11,33,8,9,1,2,3
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002981,15,43,7,37,26,4,1,4,7
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6002991,16,34,6,36,22,9,3,6,6
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6003001,17,32,10,31,18,7,3,5,5
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6003011,18,28,3,31,21,13,3,3,8
1,Cercado,1,Tarija,2680,Tarija,67,U.E. Hermann Gmeiner,6003021,19,16,4,10,14,2,0,2,2
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002321,1,44,7,39,14,3,2,6,10
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002331,2,38,12,45,18,8,1,1,7
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002371,6,40,4,44,16,5,1,4,8
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002381,7,48,9,35,24,5,3,7,6
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002391,8,30,6,43,20,7,2,3,10
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002401,9,44,10,38,21,6,2,4,6
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002411,10,39,5,24,23,7,3,4,6
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002421,11,45,12,35,19,10,1,6,7
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002431,12,31,9,36,30,4,1,3,3
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002441,13,44,8,21,22,8,3,5,10
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002451,14,23,6,34,23,4,2,6,15
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002461,15,35,11,35,24,1,2,4,4
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002471,16,34,6,39,19,5,2,6,5
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002481,17,35,8,50,27,8,4,1,7
1,Cercado,1,Tarija,2680,Tarija,68,U.E. Ignacia Nazaria March,6002491,18,39,11,38,17,6,0,3,11
1,Cercado,1,Tarija,2680,Tarija,69,U.E. Liceo Campero,6001291,1,42,12,74,13,2,1,1,2
1,Cercado,1,Tarija,2680,Tarija,69,U.E. Liceo Campero,6001301,2,48,7,68,15,3,0,1,4
1,Cercado,1,Tarija,2680,Tarija,69,U.E. Liceo Campero,6001311,3,58,11,70,16,0,1,4,1
1,Cercado,1,Tarija,2680,Tarija,69,U.E. Liceo Campero,6001321,4,53,9,70,9,0,3,2,7
1,Cercado,1,Tarija,2680,Tarija,69,U.E. Liceo Campero,6001331,5,55,4,74,16,2,2,0,7
1,Cercado,1,Tarija,2680,Tarija,69,U.E. Liceo Campero,6001341,6,19,4,33,9,0,1,0,1
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005251,1,65,12,48,17,5,3,2,6
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005261,2,54,8,77,17,4,2,2,4
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005271,3,52,5,55,15,3,0,3,1
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005281,4,41,17,46,17,6,1,8,7
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005291,5,57,7,56,21,2,4,2,5
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005301,6,69,4,49,19,7,3,3,6
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005311,7,43,8,59,15,4,1,2,4
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005321,8,61,10,59,23,1,1,4,3
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005331,9,48,12,56,15,2,1,2,7
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005341,10,60,7,53,18,0,6,2,5
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005351,11,73,6,50,15,3,3,1,5
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005361,12,47,8,71,15,1,2,1,7
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005371,13,58,3,69,16,1,2,5,4
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005381,14,32,8,64,22,3,1,3,5
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004611,1,63,7,54,23,1,3,2,5
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004621,2,40,5,61,14,5,2,1,8
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004631,3,50,8,51,20,3,1,1,3
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004641,4,32,13,57,13,5,1,3,2
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004651,5,37,6,53,21,2,0,4,8
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004661,6,44,16,57,17,2,1,4,1
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004671,7,48,6,57,17,4,2,3,4
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004691,9,44,11,59,28,4,2,4,0
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004701,10,48,6,64,18,2,3,1,6
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004721,12,41,7,67,12,2,2,2,5
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004731,13,44,13,57,18,5,3,3,7
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004741,14,45,10,58,21,2,2,3,9
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004751,15,56,9,57,19,5,2,7,8
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004761,16,63,5,57,16,0,3,6,7
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004771,17,6,0,8,2,0,0,0,0
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004091,1,54,2,68,18,2,1,4,6
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004101,2,54,4,59,17,3,0,1,4
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004111,3,58,9,68,15,1,0,1,4
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004121,4,57,9,63,22,2,1,2,5
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004131,5,47,6,43,11,4,2,2,11
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004141,6,46,3,76,14,3,1,0,2
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004151,7,57,11,68,12,0,1,1,2
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004161,8,54,6,64,14,1,2,3,5
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004171,9,59,9,64,20,3,1,0,4
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004181,10,57,14,48,12,4,0,1,7
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004191,11,54,11,66,18,3,3,2,2
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004201,12,44,8,78,10,2,3,4,4
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004221,14,45,6,67,18,3,1,4,9
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004231,15,58,10,50,9,2,0,0,3
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004241,16,51,8,62,20,1,2,3,5
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004251,17,55,6,61,15,5,1,2,3
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004261,18,54,7,77,13,1,3,1,5
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004271,19,32,2,41,11,2,0,2,0
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6004981,1,48,8,47,19,5,2,7,6
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6004991,2,37,10,66,10,9,2,1,6
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005001,3,40,6,50,16,4,0,4,11
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005021,5,34,6,67,23,9,2,1,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005031,6,41,8,34,21,4,2,10,8
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005051,8,39,9,49,22,3,3,0,8
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005061,9,36,6,67,18,2,1,8,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005081,11,35,11,49,16,4,1,4,6
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005091,12,32,8,41,13,12,0,2,9
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005101,13,35,9,33,24,3,0,14,7
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005111,14,33,5,48,31,4,2,4,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005121,15,31,4,47,31,8,1,3,7
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005131,16,52,10,58,12,5,1,3,12
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005141,17,50,12,33,20,6,2,5,2
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005151,18,37,7,37,20,9,0,2,10
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005161,19,34,8,46,26,4,0,3,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005171,20,46,7,46,19,2,3,6,5
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005181,21,44,4,45,17,7,3,5,9
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005201,23,48,7,45,23,2,2,2,6
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005491,1,41,7,71,15,2,0,1,8
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005501,2,44,5,71,17,1,0,1,5
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005511,3,46,4,66,22,2,2,2,8
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005521,4,50,3,54,15,4,0,1,2
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005531,5,38,6,66,17,1,0,3,1
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005541,6,45,2,66,21,4,0,0,4
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005551,7,43,7,62,16,3,1,0,2
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005561,8,68,6,56,20,4,2,1,4
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005571,9,50,5,43,17,0,1,0,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001521,1,54,5,73,19,2,2,1,7
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001531,2,64,10,61,21,2,3,1,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001541,3,62,13,67,22,2,4,3,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001561,5,59,10,71,21,4,3,1,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001571,6,43,10,50,21,6,2,1,10
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001581,7,63,4,63,14,1,4,3,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001591,8,68,7,65,20,5,0,2,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001601,9,57,10,67,21,0,2,0,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001621,11,52,3,46,24,5,2,1,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001631,12,59,11,58,14,1,6,3,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001641,13,53,8,52,19,2,2,1,7
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001651,14,44,12,58,23,2,6,5,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001661,15,60,8,56,20,2,6,0,4
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001671,16,55,7,72,12,2,1,0,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001681,17,50,6,67,20,0,6,1,7
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001691,18,53,7,65,21,3,0,2,4
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001701,19,56,10,62,9,4,1,0,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001711,20,48,9,60,17,5,4,0,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001721,21,56,9,65,19,1,3,2,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001731,22,46,10,64,19,1,1,3,6
